"","sign_p.value","effect_size","p.adjust","enrich","tax","group","enrich2"
"ZhangXY_2021_Vlidagliptin_D168.GGB9534_SGB14937",0.264581540074758,0.177,0.534713741829405,"none","GGB9534_SGB14937","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9561_SGB14972",0.3467608167676,0.149,0.622446435067306,"none","GGB9561_SGB14972","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9602_SGB15031",0.871860614010529,0.0255,0.936682964494583,"none","GGB9602_SGB15031","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9614_SGB15049",0.253241979086375,0.18,0.519056255006825,"none","GGB9614_SGB15049","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9616_SGB15051",0.288298117013622,0.168,0.562960512276599,"none","GGB9616_SGB15051","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9616_SGB15052",0.125446474223961,0.242,0.394065554899183,"none","GGB9616_SGB15052","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9619_SGB15066",0.125446474223961,0.242,0.394065554899183,"none","GGB9619_SGB15066","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9619_SGB15067",0.0372146796482871,0.329,0.195546225788272,"none","GGB9619_SGB15067","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.GGB9627_SGB15081",0.282238742299021,0.171,0.558678058386418,"none","GGB9627_SGB15081","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9699_SGB15216",0.0315071873660528,0.34,0.175107252861333,"none","GGB9699_SGB15216","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.GGB9707_SGB15229",0.178906439528472,0.212,0.459294542815242,"none","GGB9707_SGB15229","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9708_SGB15234",0.757207549392632,0.0489,0.875331927097883,"none","GGB9708_SGB15234","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9713_SGB15249",0.0466667757770569,0.315,0.217527390315636,"none","GGB9713_SGB15249","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.GGB9758_SGB15368",0.657358697881213,0.0702,0.84558769972086,"none","GGB9758_SGB15368","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9760_SGB15373",0.493024573095128,0.108,0.757894157577086,"none","GGB9760_SGB15373","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.GGB9760_SGB15374",0.0853441262641224,0.272,0.316210929363223,"none","GGB9760_SGB15374","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Gordonibacter_pamelaeae",0.375011270662918,0.14,0.645108673937996,"none","Gordonibacter_pamelaeae","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Granulicatella_SGB8255",0.112722732143276,0.251,0.374446776889731,"none","Granulicatella_SGB8255","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Haemophilus_parainfluenzae",0.0161286082619465,-0.381,0.129476882991737,"none","Haemophilus_parainfluenzae","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Holdemania_filiformis",0.829719949416863,0.034,0.912864333733402,"none","Holdemania_filiformis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Holdemania_massiliensis",0.112722732143276,0.251,0.374446776889731,"none","Holdemania_massiliensis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Hungatella_hathewayi",0.18329155041836,-0.21,0.459294542815242,"none","Hungatella_hathewayi","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Hydrogenoanaerobacterium_saccharovorans",0.00456661807576997,0.449,0.0712495851435718,"none","Hydrogenoanaerobacterium_saccharovorans","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Intestinibacter_bartlettii",0.00586086047675617,-0.436,0.0769903944446606,"none","Intestinibacter_bartlettii","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Intestinimonas_butyriciproducens",0.0982739791036269,0.261,0.346355853182295,"none","Intestinimonas_butyriciproducens","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Klebsiella_pneumoniae",0.451622607065499,-0.119,0.725105185788495,"none","Klebsiella_pneumoniae","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lachnospira_eligens",0.726733689454505,0.0552,0.869178009346837,"none","Lachnospira_eligens","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lachnospira_pectinoschiza",0.382290189588381,-0.138,0.649893322300248,"none","Lachnospira_pectinoschiza","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lachnospira_sp_NSJ_43",0.572390436542837,0.0893,0.810886451769019,"none","Lachnospira_sp_NSJ_43","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lachnospiraceae_bacterium",0.935722063919282,-0.0127,0.94553733032403,"none","Lachnospiraceae_bacterium","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lachnospiraceae_bacterium_AM48_27BH",0.808824058118458,0.0383,0.912864333733402,"none","Lachnospiraceae_bacterium_AM48_27BH","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lachnospiraceae_bacterium_BX3",0.545273100091598,-0.0957,0.783999631474984,"none","Lachnospiraceae_bacterium_BX3","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lachnospiraceae_bacterium_Marseille_Q4251",0.146596136186762,-0.229,0.426053941042075,"none","Lachnospiraceae_bacterium_Marseille_Q4251","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lachnospiraceae_bacterium_NSJ_29",0.716668360784368,0.0574,0.869178009346837,"none","Lachnospiraceae_bacterium_NSJ_29","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lachnotalea_sp_AF33_28",0.00809849582124911,0.419,0.086683899716333,"none","Lachnotalea_sp_AF33_28","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Lacrimispora_amygdalina",0.211284698433281,0.198,0.469702137286293,"none","Lacrimispora_amygdalina","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lacrimispora_celerecrescens",0.798426026207522,-0.0403,0.904882829701858,"none","Lacrimispora_celerecrescens","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Lawsonibacter_asaccharolyticus",0.226387597290806,0.191,0.48825384788838,"none","Lawsonibacter_asaccharolyticus","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Mediterraneibacter_butyricigenes",0.115804103358863,0.248,0.376038043491138,"none","Mediterraneibacter_butyricigenes","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Mediterraneibacter_glycyrrhizinilyticus",0.545273100091598,-0.0957,0.783999631474984,"none","Mediterraneibacter_glycyrrhizinilyticus","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Megamonas_funiformis",0.618957769369358,-0.0786,0.828142571054372,"none","Megamonas_funiformis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Mesosutterella_multiformis",0.686772471118783,0.0637,0.855505362729864,"none","Mesosutterella_multiformis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Negativibacillus_massiliensis",0.914368226497647,0.0171,0.943758633777928,"none","Negativibacillus_massiliensis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Neobittarella_massiliensis",0.404641482571816,0.132,0.675961783024594,"none","Neobittarella_massiliensis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Nitrosopumilus_SGB14899",0.206416030449214,0.199,0.469702137286293,"none","Nitrosopumilus_SGB14899","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Odoribacter_splanchnicus",0.0119532120069314,0.397,0.115149275666773,"none","Odoribacter_splanchnicus","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Oscillibacter_sp_ER4",0.935722063919282,-0.0127,0.94553733032403,"none","Oscillibacter_sp_ER4","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Oscillospiraceae_bacterium_Marseille_Q3528",0.736846409307872,-0.0531,0.869178009346837,"none","Oscillospiraceae_bacterium_Marseille_Q3528","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Parabacteroides_distasonis",0.000349712763078713,0.566,0.0505334942648741,"none","Parabacteroides_distasonis","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Parabacteroides_faecis",0.0617146490994105,0.296,0.244322377941502,"none","Parabacteroides_faecis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Parabacteroides_goldsteinii",0.00456661807576997,0.449,0.0712495851435718,"none","Parabacteroides_goldsteinii","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Parabacteroides_gordonii",0.0223116232525893,0.362,0.153525217142817,"none","Parabacteroides_gordonii","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Parabacteroides_johnsonii",0.103865234064469,0.258,0.361651236682309,"none","Parabacteroides_johnsonii","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Parabacteroides_merdae",0.0173545140322537,0.376,0.135552825819495,"none","Parabacteroides_merdae","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Paraprevotella_clara",0.000108348164592265,0.612,0.0313126195671645,"D0","Paraprevotella_clara","ZhangXY_2021_Vlidagliptin_D168","q<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Parasutterella_excrementihominis",0.1357033395079,0.236,0.412823843345085,"none","Parasutterella_excrementihominis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Parasutterella_SGB9260",0.00778217989366414,0.421,0.0865019226641904,"none","Parasutterella_SGB9260","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Phascolarctobacterium_faecium",0.609512610057225,0.0808,0.823126842553916,"none","Phascolarctobacterium_faecium","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Phocaeicola_coprocola",0.0410447974289547,0.323,0.211820472445856,"none","Phocaeicola_coprocola","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Phocaeicola_dorei",0.276266315450542,0.172,0.550627345966943,"none","Phocaeicola_dorei","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Phocaeicola_massiliensis",0.003243727669068,0.465,0.0712495851435718,"none","Phocaeicola_massiliensis","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Phocaeicola_plebeius",0.001089876680195,0.517,0.0664176970144065,"none","Phocaeicola_plebeius","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Phocaeicola_sartorii",0.0497125118519661,0.31,0.221029475772588,"none","Phocaeicola_sartorii","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Phocaeicola_vulgatus",0.0256642192468863,0.353,0.16556171700866,"none","Phocaeicola_vulgatus","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Phocea_massiliensis",0.935722063919282,-0.0127,0.94553733032403,"none","Phocea_massiliensis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Prevotella_copri_clade_A",0.0452037747897165,0.316,0.217527390315636,"none","Prevotella_copri_clade_A","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Prevotella_copri_clade_C",0.166219599378507,0.218,0.457499659241795,"none","Prevotella_copri_clade_C","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Pseudoflavonifractor_gallinarum",0.657358697881213,0.0702,0.84558769972086,"none","Pseudoflavonifractor_gallinarum","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Rheinheimera_SGB14999",0.726733689454505,0.0552,0.869178009346837,"none","Rheinheimera_SGB14999","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Romboutsia_timonensis",0.000524630860266387,-0.549,0.0505394395389953,"none","Romboutsia_timonensis","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Roseburia_faecis",0.339915559821497,-0.151,0.621744283470966,"none","Roseburia_faecis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Roseburia_hominis",0.903713469854557,0.0191,0.943758633777928,"none","Roseburia_hominis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Roseburia_intestinalis",0.294444594841594,-0.166,0.567296586061471,"none","Roseburia_intestinalis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Roseburia_inulinivorans",0.187755798616781,-0.209,0.459294542815242,"none","Roseburia_inulinivorans","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Roseburia_sp_AF02_12",0.276266315450542,0.172,0.550627345966943,"none","Roseburia_sp_AF02_12","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Roseburia_sp_AM16_25",0.545273100091598,0.0957,0.783999631474984,"none","Roseburia_sp_AM16_25","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Rothia_mucilaginosa",0.667107250990852,0.068,0.84558769972086,"none","Rothia_mucilaginosa","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcaceae_bacterium_AM28_23LB",0.829719949416863,0.034,0.912864333733402,"none","Ruminococcaceae_bacterium_AM28_23LB","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcus_bicirculans",0.211284698433281,-0.198,0.469702137286293,"none","Ruminococcus_bicirculans","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcus_bromii",0.109706356058575,-0.253,0.373001610599157,"none","Ruminococcus_bromii","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcus_callidus",0.81925595929952,0.0362,0.912864333733402,"none","Ruminococcus_callidus","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcus_gnavus",0.294444594841594,-0.166,0.567296586061471,"none","Ruminococcus_gnavus","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcus_lactaris",0.192299791282506,0.206,0.459294542815242,"none","Ruminococcus_lactaris","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcus_SGB4421",0.467942959808144,0.115,0.734975627089966,"none","Ruminococcus_SGB4421","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcus_sp_AF13_28",0.115804103358863,-0.248,0.376038043491138,"none","Ruminococcus_sp_AF13_28","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcus_sp_BSD2780120874_150323_B10",0.196924117351014,0.204,0.462691625320676,"none","Ruminococcus_sp_BSD2780120874_150323_B10","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcus_sp_NSJ_13",0.0144324399526925,0.387,0.126393186252368,"none","Ruminococcus_sp_NSJ_13","ZhangXY_2021_Vlidagliptin_D168","P<=0.05"
"ZhangXY_2021_Vlidagliptin_D168.Ruminococcus_torques",0.443584707102154,-0.121,0.72427107543798,"none","Ruminococcus_torques","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Ruthenibacterium_lactatiformans",0.882457778379831,-0.0234,0.943758633777928,"none","Ruthenibacterium_lactatiformans","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Streptococcus_australis",0.747004908020566,-0.0511,0.874025985497747,"none","Streptococcus_australis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Streptococcus_gordonii",0.288298117013622,0.168,0.562960512276599,"none","Streptococcus_gordonii","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Streptococcus_mitis",0.178906439528472,0.212,0.459294542815242,"none","Streptococcus_mitis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Streptococcus_parasanguinis",0.493024573095128,0.108,0.757894157577086,"none","Streptococcus_parasanguinis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Streptococcus_rubneri",0.518809073978113,0.102,0.782894892023262,"none","Streptococcus_rubneri","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Streptococcus_salivarius",0.81925595929952,-0.0362,0.912864333733402,"none","Streptococcus_salivarius","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Streptococcus_SGB14888",0.686772471118783,-0.0637,0.855505362729864,"none","Streptococcus_SGB14888","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Streptococcus_vestibularis",0.221270004691509,0.193,0.480804747036437,"none","Streptococcus_vestibularis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Sutterella_wadsworthensis",0.216235860451435,0.196,0.477039417331793,"none","Sutterella_wadsworthensis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.TM7_phylum_sp_oral_taxon_348",0.536377815296214,0.0977,0.782894892023262,"none","TM7_phylum_sp_oral_taxon_348","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.TM7_phylum_sp_oral_taxon_352",0.618957769369358,-0.0786,0.828142571054372,"none","TM7_phylum_sp_oral_taxon_352","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Turicibacter_bilis",0.150371979191321,-0.228,0.426053941042075,"none","Turicibacter_bilis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Tyzzerella_nexilis",0.536377815296214,0.0977,0.782894892023262,"none","Tyzzerella_nexilis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Veillonella_atypica",0.501542402615757,0.106,0.766908753206105,"none","Veillonella_atypica","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Veillonella_dispar",0.935722063919282,0.0127,0.94553733032403,"none","Veillonella_dispar","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Veillonella_parvula",0.178906439528472,-0.212,0.459294542815242,"none","Veillonella_parvula","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Veillonella_rogosae",0.139262575699452,-0.234,0.414916333784964,"none","Veillonella_rogosae","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Vescimonas_coprocola",0.109706356058575,0.253,0.373001610599157,"none","Vescimonas_coprocola","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangXY_2021_Vlidagliptin_D168.Waltera_intestinalis",0.196924117351014,0.204,0.462691625320676,"none","Waltera_intestinalis","ZhangXY_2021_Vlidagliptin_D168","None"
"ZhangYF_2020_Berberine_D84.Actinomyces_sp_ICM47",1.33881508231445e-07,-0.572,1.01458874891843e-06,"D84","Actinomyces_sp_ICM47","ZhangYF_2020_Berberine_D84","q<=0.05"
"ZhangYF_2020_Berberine_D84.Adlercreutzia_equolifaciens",0.66602950596996,0.0469,0.712898248982661,"none","Adlercreutzia_equolifaciens","ZhangYF_2020_Berberine_D84","None"
"ZhangYF_2020_Berberine_D84.Agathobaculum_butyriciproducens",0.0535862019931931,-0.209,0.0874938552318237,"none","Agathobaculum_butyriciproducens","ZhangYF_2020_Berberine_D84","None"
"ZhangYF_2020_Berberine_D84.Akkermansia_muciniphila",0.00580993339750833,-0.299,0.0123461084697052,"D84","Akkermansia_muciniphila","ZhangYF_2020_Berberine_D84","q<=0.05"
"ZhangYF_2020_Berberine_D84.Alistipes_communis",0.00818373515273785,0.286,0.0165391570569317,"D0","Alistipes_communis","ZhangYF_2020_Berberine_D84","q<=0.05"
"ZhangYF_2020_Berberine_D84.Alistipes_finegoldii",6.50821861417561e-07,-0.54,3.9184899572849e-06,"D84","Alistipes_finegoldii","ZhangYF_2020_Berberine_D84","q<=0.05"
"ZhangYF_2020_Berberine_D84.Alistipes_ihumii",0.0574995243590807,-0.206,0.0928344275965046,"none","Alistipes_ihumii","ZhangYF_2020_Berberine_D84","None"
"ZhangYF_2020_Berberine_D84.Alistipes_indistinctus",0.209342631241931,0.137,0.281395443855432,"none","Alistipes_indistinctus","ZhangYF_2020_Berberine_D84","None"
"ZhangYF_2020_Berberine_D84.Alistipes_onderdonkii",2.96614728453237e-06,-0.507,1.47795959522389e-05,"D84","Alistipes_onderdonkii","ZhangYF_2020_Berberine_D84","q<=0.05"
"ZhangYF_2020_Berberine_D84.Alistipes_putredinis",0.42136607899087,0.0872,0.509517978361345,"none","Alistipes_putredinis","ZhangYF_2020_Berberine_D84","None"
"ZhangYF_2020_Berberine_D84.Alistipes_senegalensis",0.000260003861461846,-0.396,0.000759001171338117,"D84","Alistipes_senegalensis","ZhangYF_2020_Berberine_D84","q<=0.05"
"ZhangYF_2020_Berberine_D84.Alistipes_shahii",0.612790930027025,-0.0549,0.670820374158372,"none","Alistipes_shahii","ZhangYF_2020_Berberine_D84","None"
"ZhangYF_2020_Berberine_D84.Alistipes_sp_AF17_16",0.000352473239526141,0.387,0.000979468905990911,"D0","Alistipes_sp_AF17_16","ZhangYF_2020_Berberine_D84","q<=0.05"
"ZhangYF_2020_Berberine_D84.Allisonella_histaminiformans",0.0748819667323742,-0.193,0.115726675859124,"none","Allisonella_histaminiformans","ZhangYF_2020_Berberine_D84","None"
"ZhangYF_2020_Berberine_D84.Anaerobutyricum_hallii",0.600542401599369,0.0568,0.659911612403869,"none","Anaerobutyricum_hallii","ZhangYF_2020_Berberine_D84","None"
"ZhangYF_2020_Berberine_D84.Anaerobutyricum_soehngenii",0.017038776789298,-0.259,0.0317690741426266,"D84","Anaerobutyricum_soehngenii","ZhangYF_2020_Berberine_D84","q<=0.05"
